Step,R,Suppression,X0,X1
499,0.263375,0.768453,1.071239,1.071239
500,0.270258,0.763182,1.078170,1.078170
501,0.277142,0.757947,1.084971,1.084971
502,0.284023,0.752750,1.091643,1.091643
503,0.290895,0.747594,1.098187,1.098187
504,0.297754,0.742484,1.104604,1.104604
505,0.304595,0.737422,1.110895,1.110895
506,0.311415,0.732410,1.117062,1.117062
507,0.318207,0.727452,1.123104,1.123104
508,0.324969,0.722550,1.129024,1.129024
509,0.331696,0.717705,1.134822,1.134822
510,0.338384,0.712921,1.140499,1.140499
511,0.345029,0.708200,1.146057,1.146057
512,0.351627,0.703542,1.151498,1.151498
513,0.358175,0.698951,1.156821,1.156821
514,0.364668,0.694427,1.162029,1.162029
515,0.371104,0.689972,1.167122,1.167122
516,0.377478,0.685588,1.172102,1.172102
517,0.383788,0.681276,1.176969,1.176969
518,0.390030,0.677037,1.181726,1.181726
519,0.396201,0.672871,1.186373,1.186373
520,0.402299,0.668781,1.190912,1.190912
521,0.408320,0.664766,1.195343,1.195343
522,0.414262,0.660828,1.199669,1.199669
523,0.420122,0.656966,1.203889,1.203889
524,0.425898,0.653183,1.208005,1.208005
525,0.431586,0.649478,1.212019,1.212019
526,0.437185,0.645852,1.215931,1.215931
527,0.442693,0.642304,1.219742,1.219742
528,0.448107,0.638836,1.223455,1.223455
529,0.453425,0.635448,1.227069,1.227069
530,0.458646,0.632139,1.230585,1.230585
531,0.463767,0.628910,1.234006,1.234006
532,0.468786,0.625762,1.237331,1.237331
533,0.473702,0.622693,1.240563,1.240563
534,0.478514,0.619704,1.243701,1.243701
535,0.483218,0.616795,1.246747,1.246747
536,0.487816,0.613966,1.249702,1.249702
537,0.492303,0.611217,1.252566,1.252566
538,0.496680,0.608547,1.255341,1.255341
539,0.500946,0.605957,1.258027,1.258027
540,0.505098,0.603447,1.260626,1.260626
541,0.509135,0.601015,1.263138,1.263138
542,0.513057,0.598663,1.265563,1.265563
543,0.516863,0.596389,1.267904,1.267904
544,0.520551,0.594193,1.270159,1.270159
545,0.524121,0.592076,1.272331,1.272331
546,0.527571,0.590036,1.274420,1.274420
547,0.530902,0.588075,1.276427,1.276427
548,0.534111,0.586190,1.278351,1.278351
549,0.537199,0.584383,1.280195,1.280195
550,0.540164,0.582653,1.281958,1.281958
551,0.543006,0.580999,1.283641,1.283641
552,0.545725,0.579422,1.285245,1.285245
553,0.548319,0.577920,1.286770,1.286770
554,0.550789,0.576495,1.288216,1.288216
555,0.553133,0.575145,1.289585,1.289585
556,0.555352,0.573870,1.290876,1.290876
557,0.557444,0.572671,1.292090,1.292090
558,0.559410,0.571546,1.293228,1.293228
559,0.561249,0.570496,1.294289,1.294289
560,0.562961,0.569520,1.295275,1.295275
561,0.564545,0.568619,1.296185,1.296185
562,0.566001,0.567791,1.297020,1.297020
563,0.567329,0.567038,1.297780,1.297780
564,0.568529,0.566358,1.298466,1.298466
565,0.569600,0.565752,1.299077,1.299077
566,0.570543,0.565219,1.299614,1.299614
567,0.571356,0.564759,1.300077,1.300077
568,0.572041,0.564372,1.300467,1.300467
569,0.572597,0.564059,1.300782,1.300782
570,0.573023,0.563819,1.301024,1.301024
571,0.573320,0.563651,1.301193,1.301193
572,0.573488,0.563556,1.301288,1.301288
573,0.573526,0.563535,1.301310,1.301310
574,0.573435,0.563586,1.301258,1.301258
575,0.573215,0.563710,1.301134,1.301134
576,0.572866,0.563907,1.300935,1.300935
577,0.572388,0.564177,1.300664,1.300664
578,0.571781,0.564519,1.300319,1.300319
579,0.571045,0.564935,1.299900,1.299900
580,0.570180,0.565424,1.299407,1.299407
581,0.569186,0.565986,1.298841,1.298841
582,0.568064,0.566621,1.298201,1.298201
583,0.566815,0.567330,1.297486,1.297486
584,0.565437,0.568112,1.296697,1.296697
585,0.563931,0.568968,1.295833,1.295833
586,0.562299,0.569898,1.294894,1.294894
587,0.560539,0.570901,1.293880,1.293880
588,0.558653,0.571979,1.292790,1.292790
589,0.556640,0.573131,1.291624,1.291624
590,0.554502,0.574358,1.290382,1.290382
591,0.552238,0.575660,1.289063,1.289063
592,0.549850,0.577036,1.287667,1.287667
593,0.547337,0.578488,1.286193,1.286193
594,0.544700,0.580016,1.284641,1.284641
595,0.541940,0.581619,1.283011,1.283011
596,0.539058,0.583298,1.281301,1.281301
597,0.536053,0.585053,1.279512,1.279512
598,0.532927,0.586884,1.277643,1.277643
599,0.529681,0.588793,1.275693,1.275693
600,0.526315,0.590778,1.273661,1.273661
601,0.522830,0.592840,1.271547,1.271547
602,0.519227,0.594980,1.269351,1.269351
603,0.515507,0.597198,1.267071,1.267071
604,0.511671,0.599493,1.264707,1.264707
605,0.507720,0.601867,1.262259,1.262259
606,0.503654,0.604318,1.259724,1.259724
607,0.499476,0.606848,1.257104,1.257104
608,0.495186,0.609457,1.254396,1.254396
609,0.490786,0.612145,1.251600,1.251600
610,0.486277,0.614912,1.248715,1.248715
611,0.481660,0.617757,1.245740,1.245740
612,0.476937,0.620682,1.242675,1.242675
613,0.472109,0.623686,1.239518,1.239518
614,0.467178,0.626769,1.236269,1.236269
615,0.462145,0.629931,1.232926,1.232926
616,0.457013,0.633172,1.229489,1.229489
617,0.451783,0.636492,1.225956,1.225956
618,0.446457,0.639892,1.222326,1.222326
619,0.441037,0.643369,1.218600,1.218600
620,0.435525,0.646925,1.214774,1.214774
621,0.429923,0.650559,1.210849,1.210849
622,0.424234,0.654271,1.206823,1.206823
623,0.418460,0.658060,1.202696,1.202696
624,0.412603,0.661925,1.198465,1.198465
625,0.406666,0.665867,1.194131,1.194131
626,0.400651,0.669884,1.189691,1.189691
627,0.394562,0.673975,1.185144,1.185144
628,0.388401,0.678140,1.180491,1.180491
629,0.382171,0.682378,1.175728,1.175728
630,0.375875,0.686688,1.170856,1.170856
631,0.369517,0.691068,1.165872,1.165872
632,0.363098,0.695518,1.160776,1.160776
633,0.356624,0.700036,1.155567,1.155567
634,0.350097,0.704619,1.150243,1.150243
635,0.343522,0.709268,1.144803,1.144803
636,0.336900,0.713980,1.139247,1.139247
637,0.330238,0.718753,1.133572,1.133572
638,0.323538,0.723585,1.127778,1.127778
639,0.316804,0.728474,1.121863,1.121863
640,0.310040,0.733417,1.115827,1.115827
641,0.303252,0.738413,1.109669,1.109669
642,0.296442,0.743459,1.103386,1.103386
643,0.289616,0.748551,1.096979,1.096979
644,0.282778,0.753687,1.090445,1.090445
645,0.275933,0.758864,1.083785,1.083785
646,0.269084,0.764079,1.076997,1.076997
647,0.262238,0.769328,1.070080,1.070080
648,0.255399,0.774608,1.063034,1.063034
649,0.248571,0.779915,1.055857,1.055857
650,0.241760,0.785245,1.048548,1.048548
651,0.234970,0.790595,1.041107,1.041107
652,0.228207,0.795959,1.033534,1.033534
653,0.221476,0.801335,1.025827,1.025827
654,0.214781,0.806718,1.017986,1.017986
655,0.208129,0.812102,1.010010,1.010010
656,0.201523,0.817484,1.001899,1.001899
657,0.194970,0.822859,0.993652,0.993652
658,0.188474,0.828222,0.985270,0.985270
659,0.182040,0.833568,0.976751,0.976751
660,0.175673,0.838892,0.968096,0.968096
661,0.169378,0.844190,0.959305,0.959305
662,0.163161,0.849455,0.950378,0.950378
663,0.157025,0.854683,0.941314,0.941314
664,0.150975,0.859869,0.932114,0.932114
665,0.145017,0.865008,0.922778,0.922778
666,0.139154,0.870094,0.913307,0.913307
667,0.133391,0.875122,0.903700,0.903700
668,0.127732,0.880089,0.893959,0.893959
669,0.122182,0.884988,0.884084,0.884084
670,0.116742,0.889814,0.874077,0.874077
671,0.111419,0.894564,0.863936,0.863936
672,0.106214,0.899233,0.853665,0.853665
673,0.101131,0.903815,0.843263,0.843263
674,0.096173,0.908307,0.832732,0.832732
675,0.091342,0.912705,0.822073,0.822073
676,0.086642,0.917005,0.811288,0.811288
677,0.082075,0.921203,0.800377,0.800377
678,0.077641,0.925296,0.789343,0.789343
679,0.073344,0.929281,0.778187,0.778187
680,0.069184,0.933155,0.766910,0.766910
681,0.065163,0.936914,0.755515,0.755515
682,0.061282,0.940558,0.744003,0.744003
683,0.057540,0.944084,0.732377,0.732377
684,0.053938,0.947491,0.720637,0.720637
685,0.050477,0.950776,0.708787,0.708787
686,0.047156,0.953939,0.696829,0.696829
687,0.043974,0.956979,0.684764,0.684764
688,0.040930,0.959896,0.672595,0.672595
689,0.038024,0.962690,0.660325,0.660325
690,0.035254,0.965360,0.647955,0.647955
691,0.032618,0.967908,0.635488,0.635488
692,0.030115,0.970334,0.622927,0.622927
693,0.027742,0.972640,0.610274,0.610274
694,0.025496,0.974826,0.597531,0.597531
695,0.023376,0.976895,0.584702,0.584702
696,0.021378,0.978849,0.571787,0.571787
697,0.019500,0.980689,0.558791,0.558791
698,0.017738,0.982419,0.545716,0.545716
699,0.016089,0.984040,0.532564,0.532564
700,0.014549,0.985556,0.519337,0.519337
701,0.013115,0.986971,0.506039,0.506039
702,0.011783,0.988286,0.492672,0.492672
703,0.010550,0.989506,0.479238,0.479238
704,0.009410,0.990634,0.465739,0.465739
705,0.008361,0.991674,0.452179,0.452179
706,0.007399,0.992629,0.438560,0.438560
707,0.006518,0.993503,0.424884,0.424884
708,0.005715,0.994301,0.411154,0.411154
709,0.004987,0.995026,0.397371,0.397371
710,0.004328,0.995682,0.383539,0.383539
711,0.003735,0.996272,0.369659,0.369659
712,0.003203,0.996802,0.355734,0.355734
713,0.002729,0.997275,0.341765,0.341765
714,0.002308,0.997695,0.327756,0.327756
715,0.001937,0.998065,0.313708,0.313708
716,0.001612,0.998389,0.299623,0.299623
717,0.001329,0.998672,0.285504,0.285504
718,0.001084,0.998916,0.271351,0.271351
719,0.000875,0.999126,0.257168,0.257168
720,0.000697,0.999303,0.242956,0.242956
721,0.000547,0.999453,0.228717,0.228717
722,0.000423,0.999577,0.214452,0.214452
723,0.000321,0.999679,0.200164,0.200164
724,0.000239,0.999761,0.185854,0.185854
725,0.000173,0.999827,0.171525,0.171525
726,0.000122,0.999878,0.157177,0.157177
727,0.000083,0.999917,0.142812,0.142812
728,0.000054,0.999946,0.128432,0.128432
729,0.000034,0.999966,0.114038,0.114038
730,0.000020,0.999980,0.099633,0.099633
731,0.000011,0.999989,0.085217,0.085217
732,0.000005,0.999995,0.070792,0.070792
733,0.000002,0.999998,0.056359,0.056359
734,0.000001,0.999999,0.041921,0.041921
735,0.000000,1.000000,0.027478,0.027478
736,0.000000,1.000000,0.013032,0.013032
737,0.000000,1.000000,-0.001415,-0.001415
738,0.000000,1.000000,-0.015863,-0.015863
739,0.000000,1.000000,-0.030310,-0.030310
740,0.000001,0.999999,-0.044753,-0.044753
741,0.000002,0.999998,-0.059193,-0.059193
742,0.000006,0.999994,-0.073627,-0.073627
743,0.000012,0.999988,-0.088054,-0.088054
744,0.000022,0.999978,-0.102472,-0.102472
745,0.000037,0.999963,-0.116880,-0.116880
746,0.000059,0.999941,-0.131276,-0.131276
747,0.000090,0.999910,-0.145660,-0.145660
748,0.000131,0.999869,-0.160028,-0.160028
749,0.000185,0.999815,-0.174380,-0.174380
750,0.000254,0.999746,-0.188715,-0.188715
751,0.000340,0.999660,-0.203030,-0.203030
752,0.000446,0.999554,-0.217323,-0.217323
753,0.000575,0.999425,-0.231594,-0.231594
754,0.000731,0.999270,-0.245840,-0.245840
755,0.000915,0.999086,-0.260059,-0.260059
756,0.001131,0.998869,-0.274250,-0.274250
757,0.001384,0.998617,-0.288411,-0.288411
758,0.001676,0.998326,-0.302540,-0.302540
759,0.002010,0.997992,-0.316634,-0.316634
760,0.002392,0.997611,-0.330693,-0.330693
761,0.002824,0.997180,-0.344713,-0.344713
762,0.003311,0.996695,-0.358693,-0.358693
763,0.003856,0.996151,-0.372631,-0.372631
764,0.004464,0.995546,-0.386525,-0.386525
765,0.005139,0.994874,-0.400372,-0.400372
766,0.005885,0.994132,-0.414169,-0.414169
767,0.006706,0.993316,-0.427916,-0.427916
768,0.007606,0.992422,-0.441609,-0.441609
769,0.008590,0.991446,-0.455246,-0.455246
770,0.009662,0.990384,-0.468825,-0.468825
771,0.010826,0.989233,-0.482343,-0.482343
772,0.012085,0.987988,-0.495797,-0.495797
773,0.013444,0.986646,-0.509186,-0.509186
774,0.014907,0.985203,-0.522507,-0.522507
775,0.016478,0.983657,-0.535756,-0.535756
776,0.018160,0.982004,-0.548933,-0.548933
777,0.019956,0.980242,-0.562033,-0.562033
778,0.021871,0.978366,-0.575055,-0.575055
779,0.023907,0.976376,-0.587996,-0.587996
780,0.026068,0.974269,-0.600854,-0.600854
781,0.028356,0.972043,-0.613625,-0.613625
782,0.030774,0.969695,-0.626307,-0.626307
783,0.033324,0.967225,-0.638898,-0.638898
784,0.036009,0.964632,-0.651396,-0.651396
785,0.038830,0.961914,-0.663797,-0.663797
786,0.041790,0.959071,-0.676099,-0.676099
787,0.044889,0.956103,-0.688300,-0.688300
788,0.048129,0.953011,-0.700398,-0.700398
789,0.051511,0.949793,-0.712390,-0.712390
790,0.055035,0.946452,-0.724273,-0.724273
791,0.058702,0.942988,-0.736047,-0.736047
792,0.062511,0.939403,-0.747708,-0.747708
793,0.066463,0.935698,-0.759254,-0.759254
794,0.070556,0.931876,-0.770684,-0.770684
795,0.074790,0.927938,-0.781995,-0.781995
796,0.079164,0.923888,-0.793186,-0.793186
797,0.083676,0.919729,-0.804254,-0.804254
798,0.088325,0.915463,-0.815199,-0.815199
799,0.093108,0.911095,-0.826018,-0.826018
800,0.098024,0.906627,-0.836711,-0.836711
801,0.103069,0.902065,-0.847275,-0.847275
802,0.108241,0.897412,-0.857709,-0.857709
803,0.113536,0.892672,-0.868013,-0.868013
804,0.118952,0.887850,-0.878184,-0.878184
805,0.124485,0.882951,-0.888223,-0.888223
806,0.130131,0.877980,-0.898128,-0.898128
807,0.135887,0.872942,-0.907898,-0.907898
808,0.141747,0.867841,-0.917532,-0.917532
809,0.147709,0.862682,-0.927031,-0.927031
810,0.153766,0.857472,-0.936393,-0.936393
811,0.159916,0.852215,-0.945618,-0.945618
812,0.166153,0.846917,-0.954705,-0.954705
813,0.172471,0.841582,-0.963656,-0.963656
814,0.178868,0.836217,-0.972468,-0.972468
815,0.185336,0.830825,-0.981143,-0.981143
816,0.191871,0.825413,-0.989681,-0.989681
817,0.198469,0.819985,-0.998081,-0.998081
818,0.205123,0.814547,-1.006344,-1.006344
819,0.211829,0.809103,-1.014470,-1.014470
820,0.218582,0.803658,-1.022459,-1.022459
821,0.225375,0.798217,-1.030313,-1.030313
822,0.232204,0.792784,-1.038031,-1.038031
823,0.239064,0.787364,-1.045614,-1.045614
824,0.245949,0.781962,-1.053062,-1.053062
825,0.252855,0.776581,-1.060377,-1.060377
826,0.259775,0.771225,-1.067560,-1.067560
827,0.266706,0.765898,-1.074610,-1.074610
828,0.273642,0.760605,-1.081529,-1.081529
829,0.280577,0.755347,-1.088318,-1.088318
830,0.287508,0.750130,-1.094978,-1.094978
831,0.294430,0.744956,-1.101509,-1.101509
832,0.301337,0.739828,-1.107913,-1.107913
833,0.308225,0.734750,-1.114191,-1.114191
834,0.315091,0.729723,-1.120344,-1.120344
835,0.321928,0.724750,-1.126373,-1.126373
836,0.328733,0.719835,-1.132279,-1.132279
837,0.335503,0.714979,-1.138064,-1.138064
838,0.342232,0.710184,-1.143728,-1.143728
839,0.348916,0.705452,-1.149272,-1.149272
840,0.355553,0.700786,-1.154699,-1.154699
841,0.362138,0.696186,-1.160008,-1.160008
842,0.368668,0.691655,-1.165202,-1.165202
843,0.375138,0.687194,-1.170282,-1.170282
844,0.381546,0.682805,-1.175248,-1.175248
845,0.387889,0.678488,-1.180102,-1.180102
846,0.394163,0.674244,-1.184845,-1.184845
847,0.400365,0.670075,-1.189479,-1.189479
848,0.406492,0.665982,-1.194004,-1.194004
849,0.412542,0.661966,-1.198421,-1.198421
850,0.418511,0.658026,-1.202733,-1.202733
851,0.424397,0.654164,-1.206940,-1.206940
852,0.430198,0.650380,-1.211043,-1.211043
853,0.435911,0.646676,-1.215044,-1.215044
854,0.441533,0.643050,-1.218943,-1.218943
855,0.447063,0.639504,-1.222742,-1.222742
856,0.452498,0.636037,-1.226441,-1.226441
857,0.457837,0.632651,-1.230043,-1.230043
858,0.463076,0.629344,-1.233547,-1.233547
859,0.468216,0.626118,-1.236956,-1.236956
860,0.473253,0.622973,-1.240269,-1.240269
861,0.478186,0.619907,-1.243488,-1.243488
862,0.483013,0.616922,-1.246615,-1.246615
863,0.487733,0.614017,-1.249649,-1.249649
864,0.492344,0.611192,-1.252592,-1.252592
865,0.496845,0.608447,-1.255446,-1.255446
866,0.501235,0.605782,-1.258210,-1.258210
867,0.505512,0.603197,-1.260885,-1.260885
868,0.509675,0.600691,-1.263473,-1.263473
869,0.513723,0.598264,-1.265974,-1.265974
870,0.517655,0.595916,-1.268390,-1.268390
871,0.521470,0.593647,-1.270720,-1.270720
872,0.525166,0.591457,-1.272966,-1.272966
873,0.528744,0.589345,-1.275128,-1.275128
874,0.532201,0.587311,-1.277208,-1.277208
875,0.535538,0.585354,-1.279205,-1.279205
876,0.538753,0.583475,-1.281121,-1.281121
877,0.541846,0.581674,-1.282955,-1.282955
878,0.544816,0.579949,-1.284710,-1.284710
879,0.547662,0.578300,-1.286384,-1.286384
880,0.550384,0.576728,-1.287980,-1.287980
881,0.552981,0.575233,-1.289496,-1.289496
882,0.555453,0.573812,-1.290935,-1.290935
883,0.557799,0.572468,-1.292296,-1.292296
884,0.560019,0.571198,-1.293580,-1.293580
885,0.562112,0.570004,-1.294787,-1.294787
886,0.564078,0.568885,-1.295917,-1.295917
887,0.565916,0.567840,-1.296972,-1.296972
888,0.567627,0.566869,-1.297951,-1.297951
889,0.569210,0.565972,-1.298855,-1.298855
890,0.570664,0.565150,-1.299684,-1.299684
891,0.571990,0.564401,-1.300438,-1.300438
892,0.573187,0.563726,-1.301118,-1.301118
893,0.574255,0.563124,-1.301724,-1.301724
894,0.575194,0.562596,-1.302255,-1.302255
895,0.576003,0.562141,-1.302713,-1.302713
896,0.576683,0.561759,-1.303097,-1.303097
897,0.577234,0.561449,-1.303408,-1.303408
898,0.577654,0.561213,-1.303646,-1.303646
899,0.577945,0.561050,-1.303810,-1.303810
900,0.578107,0.560959,-1.303901,-1.303901
901,0.578138,0.560942,-1.303919,-1.303919
902,0.578040,0.560997,-1.303863,-1.303863
903,0.577812,0.561125,-1.303735,-1.303735
904,0.577455,0.561325,-1.303533,-1.303533
905,0.576968,0.561598,-1.303258,-1.303258
906,0.576352,0.561945,-1.302910,-1.302910
907,0.575606,0.562364,-1.302489,-1.302489
908,0.574731,0.562856,-1.301993,-1.301993
909,0.573727,0.563421,-1.301425,-1.301425
910,0.572595,0.564060,-1.300782,-1.300782
911,0.571334,0.564772,-1.300065,-1.300065
912,0.569944,0.565557,-1.299274,-1.299274
913,0.568427,0.566416,-1.298408,-1.298408
914,0.566781,0.567349,-1.297467,-1.297467
915,0.565009,0.568355,-1.296452,-1.296452
916,0.563109,0.569436,-1.295361,-1.295361
917,0.561082,0.570591,-1.294194,-1.294194
918,0.558930,0.571821,-1.292950,-1.292950
919,0.556651,0.573125,-1.291631,-1.291631
920,0.554247,0.574505,-1.290234,-1.290234
921,0.551718,0.575959,-1.288760,-1.288760
922,0.549065,0.577490,-1.287207,-1.287207
923,0.546288,0.579095,-1.285577,-1.285577
924,0.543388,0.580777,-1.283867,-1.283867
925,0.540366,0.582535,-1.282078,-1.282078
926,0.537221,0.584370,-1.280209,-1.280209
927,0.533956,0.586281,-1.278259,-1.278259
928,0.530570,0.588269,-1.276228,-1.276228
929,0.527065,0.590335,-1.274115,-1.274115
930,0.523442,0.592478,-1.271920,-1.271920
931,0.519701,0.594699,-1.269641,-1.269641
932,0.515843,0.596997,-1.267278,-1.267278
933,0.511869,0.599374,-1.264830,-1.264830
934,0.507781,0.601830,-1.262297,-1.262297
935,0.503579,0.604364,-1.259678,-1.259678
936,0.499265,0.606977,-1.256971,-1.256971
937,0.494840,0.609668,-1.254177,-1.254177
938,0.490305,0.612439,-1.251294,-1.251294
939,0.485662,0.615290,-1.248321,-1.248321
940,0.480912,0.618219,-1.245257,-1.245257
941,0.476057,0.621228,-1.242102,-1.242102
942,0.471098,0.624316,-1.238855,-1.238855
943,0.466037,0.627484,-1.235514,-1.235514
944,0.460875,0.630731,-1.232079,-1.232079
945,0.455615,0.634058,-1.228548,-1.228548
946,0.450258,0.637464,-1.224921,-1.224921
947,0.444806,0.640948,-1.221196,-1.221196
948,0.439262,0.644512,-1.217373,-1.217373
949,0.433628,0.648154,-1.213450,-1.213450
950,0.427905,0.651873,-1.209426,-1.209426
951,0.422096,0.655671,-1.205301,-1.205301
952,0.416204,0.659546,-1.201072,-1.201072
953,0.410231,0.663497,-1.196740,-1.196740
954,0.404180,0.667524,-1.192302,-1.192302
955,0.398053,0.671626,-1.187758,-1.187758
956,0.391854,0.675803,-1.183106,-1.183106
957,0.385585,0.680053,-1.178345,-1.178345
958,0.379249,0.684375,-1.173475,-1.173475
959,0.372850,0.688769,-1.168493,-1.168493
960,0.366391,0.693232,-1.163399,-1.163399
961,0.359874,0.697764,-1.158191,-1.158191
962,0.353304,0.702363,-1.152869,-1.152869
963,0.346685,0.707028,-1.147430,-1.147430
964,0.340019,0.711757,-1.141875,-1.141875
965,0.333311,0.716547,-1.136201,-1.136201
966,0.326565,0.721397,-1.130408,-1.130408
967,0.319785,0.726305,-1.124494,-1.124494
968,0.312974,0.731269,-1.118458,-1.118458
969,0.306137,0.736286,-1.112299,-1.112299
970,0.299279,0.741353,-1.106016,-1.106016
971,0.292403,0.746467,-1.099609,-1.099609
972,0.285515,0.751627,-1.093075,-1.093075
973,0.278619,0.756829,-1.086413,-1.086413
974,0.271719,0.762068,-1.079624,-1.079624
975,0.264820,0.767344,-1.072705,-1.072705
976,0.257928,0.772651,-1.065657,-1.065657
977,0.251047,0.777986,-1.058477,-1.058477
978,0.244183,0.783345,-1.051166,-1.051166
979,0.237339,0.788724,-1.043722,-1.043722
980,0.230521,0.794120,-1.036145,-1.036145
981,0.223735,0.799527,-1.028433,-1.028433
982,0.216985,0.804942,-1.020587,-1.020587
983,0.210277,0.810360,-1.012606,-1.012606
984,0.203616,0.815776,-1.004490,-1.004490
985,0.197006,0.821185,-0.996237,-0.996237
986,0.190454,0.826584,-0.987848,-0.987848
987,0.183963,0.831966,-0.979322,-0.979322
988,0.177540,0.837327,-0.970659,-0.970659
989,0.171189,0.842662,-0.961860,-0.961860
990,0.164915,0.847966,-0.952923,-0.952923
991,0.158723,0.853233,-0.943849,-0.943849
992,0.152618,0.858458,-0.934639,-0.934639
993,0.146604,0.863636,-0.925292,-0.925292
994,0.140685,0.868763,-0.915809,-0.915809
995,0.134867,0.873832,-0.906190,-0.906190
996,0.129154,0.878839,-0.896436,-0.896436
997,0.123548,0.883779,-0.886547,-0.886547
998,0.118055,0.888647,-0.876525,-0.876525
999,0.112679,0.893438,-0.866369,-0.866369
